transaction_id,customer_id,timestamp,amount,currency,origin_country,destination_country,channel,transaction_type,counterparty_type,is_cross_border,is_cash,device_id,is_flagged,alert_type
TXD763326D-418,89c8d2ab-6b44-4a8d-95f2-5073f41402b1,2025-03-23T09:57:59,28.68,USD,Latvia,Solomon Islands,API,Deposit,Business,True,False,89c8d2ab-dev-1,True,High-Risk Corridor
TX15EE68E4-0C2,0d18ab95-668c-4477-8b95-017c5dae1201,2025-03-23T11:59:03,8.37,EUR,Vanuatu,Madagascar,Mobile,Transfer,Individual,True,False,0d18ab95-dev-1,True,High-Risk Corridor
TX8ABCE698-1AF,2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,2025-03-23T12:52:57,10.22,USD,Morocco,Morocco,Online,Deposit,Business,False,True,2c8d0e44-dev-1,False,
TX78800643-9B8,0a58f43c-5bda-4655-b06d-ca247bc6e121,2025-03-23T13:22:39,20.84,EUR,Norway,Norway,API,Payment,Individual,False,False,0a58f43c-dev-1,False,
TX88DA1B40-91D,43b9da13-ec85-4f37-bbc1-a987aff8754d,2025-03-23T13:34:21,7.63,EUR,Bangladesh,Bangladesh,Online,Payment,Individual,False,False,43b9da13-dev-1,False,
TXA3713882-8E8,afd5dea5-89d7-4d6c-8e77-7f00ecf27e76,2025-03-23T13:38:47,13.51,EUR,Taiwan,United Kingdom,Online,Transfer,Exchange,True,False,afd5dea5-dev-3,False,
TX08290751-FFE,e76adca9-7811-4802-88cc-7cfecf01f944,2025-03-23T14:46:34,10.71,USD,Nigeria,Tajikistan,Online,Transfer,Business,True,False,e76adca9-dev-2,True,High-Risk Corridor
TX3AA542C9-34A,06ad7920-aff7-4f5d-bb1d-12cf3b705092,2025-03-23T15:12:35,29.51,USD,Puerto Rico,Puerto Rico,Branch,Withdrawal,Business,False,True,06ad7920-dev-1,False,
TXB29A20B0-4C8,c8a723e9-bfa0-46c2-809c-b50648f1096d,2025-03-23T15:58:16,8.03,EUR,Samoa,Samoa,Online,Deposit,Business,False,True,c8a723e9-dev-1,False,
TX1F33FF72-E64,171dabf9-daf4-41a7-ba34-d2e8dd3f7d7e,2025-03-23T16:34:19,12.0,EUR,Denmark,Denmark,Mobile,Transfer,Individual,False,False,171dabf9-dev-1,False,
TX75AD8426-40E,50c7c006-314d-4441-b8a6-171f1ee34dc4,2025-03-23T17:04:39,14.6,USD,New Caledonia,Liechtenstein,Online,Transfer,Individual,True,False,50c7c006-dev-1,False,
TX3121B22B-A6B,f1578470-0182-47c4-ba1b-58066160a6b4,2025-03-23T17:41:19,3.64,EUR,South Korea,Ecuador,Online,Transfer,Individual,True,False,f1578470-dev-1,False,
TX4E1FF687-961,9b5f8f39-848b-44f0-b498-17354d38e415,2025-03-23T19:14:47,11.33,USD,Timor-Leste,Bahrain,Online,Transfer,Individual,True,False,9b5f8f39-dev-1,False,
TX9847DDED-AD0,104556e5-bee3-4b79-9d18-1ee986ad8a8c,2025-03-23T19:20:13,28.47,EUR,Bahrain,Curaçao,Online,Transfer,Exchange,True,False,104556e5-dev-2,False,
TXF0308AA1-589,9e21741f-b801-4026-82f7-38611adba8cf,2025-03-23T21:39:50,14.16,EUR,Jamaica,Jamaica,Online,Transfer,Individual,False,False,9e21741f-dev-1,False,
TX0EC8F7D5-5FE,7b90942f-973b-4977-a946-28206a80cac2,2025-03-23T23:07:02,3.83,EUR,Algeria,Jamaica,Online,Withdrawal,Individual,True,True,7b90942f-dev-1,False,
TX31477FBC-07C,4067f790-8444-4504-93ed-280ad5e14d1f,2025-03-23T23:09:12,11.79,GBP,Latvia,Bulgaria,Online,Transfer,Individual,True,False,4067f790-dev-2,False,
TX81C2B78D-F0D,51db1a37-4204-4733-9855-0b1ed5881c1c,2025-03-23T23:50:37,10.88,EUR,Lithuania,Belgium,Online,Deposit,Individual,True,False,51db1a37-dev-1,False,
TX672C5846-41C,e76adca9-7811-4802-88cc-7cfecf01f944,2025-03-24T00:18:03,7.1,EUR,Nigeria,United States,Online,Withdrawal,Business,True,False,e76adca9-dev-2,False,
TXBB8F286B-567,b9787c4b-09aa-4570-9be9-50c7147d7bfc,2025-03-24T00:23:28,23.9,USD,Panama,Panama,Online,Transfer,Business,False,False,b9787c4b-dev-1,False,
TXB9A03DCD-8C1,fb95d0fc-ad72-4d05-924c-de09ccea5031,2025-03-24T00:28:38,5.97,EUR,Greece,Nepal,API,Deposit,Individual,True,False,fb95d0fc-dev-1,True,High-Risk Corridor
TXAB625FDB-951,ef9240b6-52d7-4f10-ba3a-6e9623ff23d3,2025-03-24T01:12:16,11.31,GBP,United Kingdom,Spain,Online,Payment,Individual,True,False,ef9240b6-dev-1,False,
TX17052DD1-ABE,2051acef-097a-4e10-b6fe-bc0e7ecddbaf,2025-03-24T01:24:11,12.77,USD,Rwanda,Cambodia,Online,Payment,Business,True,False,2051acef-dev-1,True,High-Risk Corridor
TX92D63AE2-93D,98a21f1c-914d-4fae-b100-13a7c6deb2f0,2025-03-24T02:15:15,27.56,EUR,Tanzania,Tanzania,Mobile,Transfer,Individual,False,False,98a21f1c-dev-1,False,
TXA4852A84-336,d56ce8ea-1959-4b5a-a7a8-f6366a35df59,2025-03-24T03:07:54,13.17,EUR,Poland,Poland,Online,Transfer,Business,False,False,d56ce8ea-dev-1,False,
TX3555CF72-D6A,398f569b-465c-42cb-885e-b4894ac66780,2025-03-24T03:15:46,34.61,EUR,Niue,Jamaica,Online,Deposit,Business,True,False,398f569b-dev-1,False,
TXB8DC0223-2CF,12f5131a-da52-42ee-a2bf-18f51f652a87,2025-03-24T03:33:31,14.32,USD,United States,United States,Online,Transfer,Exchange,False,False,12f5131a-dev-1,False,
TXF9F68EC5-7AF,e17f29e1-7028-4046-89bc-473fed7bf656,2025-03-24T04:04:29,14.37,EUR,Marshall Islands,Bosnia and Herzegovina,Online,Payment,Exchange,True,False,e17f29e1-dev-2,False,
TXF6C44EEE-E62,efad49e9-c41c-447e-9d6b-9b626b535a19,2025-03-24T04:07:26,6.28,USD,Taiwan,Rwanda,Mobile,Transfer,Business,True,False,efad49e9-dev-2,False,
TX467340C6-53E,dde4f5c1-532c-4c01-b017-c5337d6ce5c3,2025-03-24T05:07:45,3.7,USD,Jordan,Jordan,API,Transfer,Business,False,False,dde4f5c1-dev-1,False,
TX07D1537A-F5A,0b705933-4cde-4b6b-9132-567c51a40d2a,2025-03-24T05:45:37,12.25,EUR,Finland,Finland,Online,Withdrawal,Individual,False,False,0b705933-dev-1,False,
TX1FCB89C4-3DD,ae340454-cac5-468c-a8f4-9481a0a04dc4,2025-03-24T06:11:30,5.84,USD,Kyrgyzstan,Kyrgyzstan,Online,Deposit,Business,False,True,ae340454-dev-1,False,
TX84AED1C8-C62,ce072a52-73ed-4223-8b4e-f503f8722413,2025-03-24T06:13:02,97.2,EUR,Ireland,Mozambique,Mobile,Payment,Individual,True,False,ce072a52-dev-1,True,High-Risk Corridor
TX958056C7-72E,0c472187-fea3-4d37-980b-68530c7031eb,2025-03-24T06:53:07,209.27,EUR,Algeria,Algeria,API,Transfer,Business,False,False,0c472187-dev-1,False,
TX1D81BE62-804,31274148-7c7c-404e-8422-d03ef29a6339,2025-03-24T07:00:46,5.45,USD,Guam,Laos,API,Transfer,Individual,True,False,31274148-dev-1,True,High-Risk Corridor
TXE6F2AC14-8C4,8f026c2c-1b41-4999-8198-d1f56839f98f,2025-03-24T07:17:07,19.15,EUR,Croatia,Croatia,Online,Transfer,Individual,False,False,8f026c2c-dev-2,False,
TX8DC75AB5-473,8570b59f-a903-4e67-bc56-8b5324acb722,2025-03-24T07:39:17,22.13,GBP,Vietnam,Romania,Online,Transfer,Individual,True,False,8570b59f-dev-1,False,
TXA08E4279-120,45df16b6-382c-443f-bcfc-9b793875394c,2025-03-24T08:29:30,6.27,GBP,San Marino,San Marino,ATM,Deposit,Individual,False,False,45df16b6-dev-1,False,
TX8C887746-B31,93fb71d0-dd32-4d9c-89ea-356a7abfcebf,2025-03-24T08:43:53,30.19,EUR,Marshall Islands,Marshall Islands,Branch,Transfer,Individual,False,False,93fb71d0-dev-1,False,
TXA1BE695E-D9B,b0b862ef-6c9f-42b9-b647-8986a3917c99,2025-03-24T10:16:30,10.98,USD,Puerto Rico,Puerto Rico,Online,Transfer,Individual,False,False,b0b862ef-dev-1,False,
TX975D7F49-E2C,fdab3441-d2c2-4960-8b09-01abc66dceb3,2025-03-24T11:07:42,3.73,EUR,South Korea,Saudi Arabia,Mobile,Deposit,Individual,True,False,fdab3441-dev-1,False,
TXBACF1C2C-2F4,02bdeabe-7060-48eb-be8e-ed12a3ea21a2,2025-03-24T11:13:24,107.02,EUR,Papua New Guinea,Belgium,Mobile,Transfer,Business,True,False,02bdeabe-dev-4,False,
TXEF740F9D-F48,4d37a539-857d-43b3-a8ad-df36ddf275eb,2025-03-24T11:32:13,203.08,EUR,Argentina,Argentina,Branch,Transfer,Individual,False,False,4d37a539-dev-2,False,
TXF7800FF6-012,dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,2025-03-24T13:14:02,10.03,EUR,Lesotho,Cayman Islands,Branch,Deposit,Business,True,False,dfed2c43-dev-1,False,
TX7DC19700-D6B,ae340454-cac5-468c-a8f4-9481a0a04dc4,2025-03-24T13:32:41,31.82,USD,Kyrgyzstan,Kyrgyzstan,Mobile,Transfer,Business,False,False,ae340454-dev-1,False,
TXD5F091EF-379,c9ce44bd-7c3f-4add-9a38-5db590eeb067,2025-03-24T13:36:18,10.52,GBP,Mozambique,Mozambique,Online,Transfer,Individual,False,False,c9ce44bd-dev-1,False,
TX147E0686-490,1b4da0fe-7bb3-4605-9a74-3152627b41a1,2025-03-24T14:28:35,50.47,USD,Cambodia,Cambodia,Online,Transfer,Individual,False,False,1b4da0fe-dev-1,False,
TXF41AC275-85A,43b9da13-ec85-4f37-bbc1-a987aff8754d,2025-03-24T15:11:18,9.05,USD,Bangladesh,Bangladesh,POS,Transfer,Individual,False,False,43b9da13-dev-1,False,
TX6308D0EF-D25,0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,2025-03-24T15:16:17,5.89,GBP,Gibraltar,Gibraltar,Mobile,Withdrawal,Individual,False,False,0f5ae9d3-dev-1,False,
TX5712E4F4-E78,885f6e66-c2b6-42c5-ba5d-310011b7e948,2025-03-24T15:54:39,18.08,EUR,Greece,Lebanon,API,Deposit,Individual,True,False,885f6e66-dev-1,False,
TX7169ACC5-26F,8dedf9fb-4bb0-4f20-b27c-40266703b636,2025-03-24T16:53:28,13.33,EUR,Lesotho,Lesotho,ATM,Transfer,Business,False,False,8dedf9fb-dev-3,False,
TXEC0C0319-252,7a8d03aa-782a-45e0-88ca-765192f5df7b,2025-03-24T17:02:10,31.43,EUR,Hong Kong SAR,Hong Kong SAR,API,Payment,Exchange,False,False,7a8d03aa-dev-2,False,
TXFD60F27B-48A,317304b5-c1dd-484a-aca5-8d95915a1c30,2025-03-24T17:46:47,11.76,EUR,Pakistan,Switzerland,Online,Transfer,Business,True,False,317304b5-dev-1,False,
TX9631BA41-FEF,d7665cda-fe04-4059-b985-fb6217dc8eff,2025-03-24T18:40:13,4.95,USD,China,Cyprus,Mobile,Transfer,Business,True,False,d7665cda-dev-2,False,
TX55E4327F-248,5d71a898-6497-4593-892e-8c93d105c8d6,2025-03-24T18:51:41,41.13,GBP,Belgium,Costa Rica,Mobile,Withdrawal,Individual,True,True,5d71a898-dev-2,False,
TXB2D43BF9-9FC,fdab3441-d2c2-4960-8b09-01abc66dceb3,2025-03-24T19:55:32,7.93,EUR,South Korea,South Korea,Mobile,Transfer,Individual,False,False,fdab3441-dev-1,False,
TXB659B45F-340,bb026576-f512-44c3-b253-d2186c4a37ea,2025-03-24T20:03:55,7.73,EUR,Canada,Canada,Mobile,Bill Payment,Exchange,False,False,bb026576-dev-1,False,
TX7AE57DAB-E6F,b2149062-3e1a-463e-aa18-d32c7a9a8ef5,2025-03-24T21:07:36,19.29,GBP,Ghana,Ghana,Mobile,Payment,Business,False,False,b2149062-dev-2,False,
TX4C314645-83B,65001423-faeb-4d19-a550-8ea26133a34d,2025-03-24T21:28:05,14.67,USD,Lithuania,Lithuania,ATM,Deposit,Business,False,True,65001423-dev-1,False,
TX054E0C47-0F0,119c4ea3-e180-4081-9958-a499eeea163e,2025-03-24T21:54:06,7.97,USD,Liechtenstein,Liechtenstein,Mobile,Bill Payment,Individual,False,False,119c4ea3-dev-1,False,
TX0E03DCE9-563,d1fcdedd-6102-4b56-a5c4-82ff5e5a90c1,2025-03-24T22:25:05,22.89,EUR,Tunisia,Tunisia,Mobile,Transfer,Exchange,False,False,d1fcdedd-dev-1,False,
TXE16F30E7-4FB,afd5dea5-89d7-4d6c-8e77-7f00ecf27e76,2025-03-24T23:00:35,39.02,EUR,Taiwan,Taiwan,Branch,Transfer,Individual,False,False,afd5dea5-dev-3,False,
TX33DDD46D-EFF,2051acef-097a-4e10-b6fe-bc0e7ecddbaf,2025-03-24T23:24:33,120.31,USD,Rwanda,Rwanda,Online,Transfer,Individual,False,False,2051acef-dev-1,False,
TXA9185E1D-F84,548c1d84-340d-4049-8147-65063e2bf9c9,2025-03-25T01:41:25,21.41,EUR,New Caledonia,Ecuador,Mobile,Transfer,Individual,True,False,548c1d84-dev-2,False,
TXEA2CB0A2-811,d92f3c1e-df70-4b2a-b8bb-22a5eba742d2,2025-03-25T01:43:19,2.13,GBP,Curaçao,Bangladesh,Online,Deposit,Individual,True,False,d92f3c1e-dev-2,False,
TX4FAD9520-3C8,25c73c44-3e75-43b4-a64f-a6637e8f8095,2025-03-25T01:51:11,14.24,EUR,Finland,Solomon Islands,Mobile,Transfer,Individual,True,False,25c73c44-dev-2,True,High-Risk Corridor
TX3B444FCB-32E,30c3ef8a-592a-443d-9d82-2e3a6c6d282b,2025-03-25T01:58:58,63.71,EUR,Algeria,Algeria,Online,Deposit,Individual,False,False,30c3ef8a-dev-1,False,
TX8B04FBC2-06F,9293f705-0815-4147-be00-980eae441e21,2025-03-25T02:37:21,13.51,EUR,Australia,Australia,POS,Transfer,Individual,False,False,9293f705-dev-2,False,
TX4BDE0BF5-B82,a42d0cd7-fd35-4f6a-b450-388748d90846,2025-03-25T02:55:35,18.62,EUR,Taiwan,Taiwan,Online,Withdrawal,Individual,False,False,a42d0cd7-dev-2,False,
TX9980D41C-5F4,efb56207-ddec-440b-afe3-af13891778e8,2025-03-25T03:27:31,34.65,EUR,Norway,Norway,Online,Transfer,Individual,False,False,efb56207-dev-2,False,
TX199E8275-123,859131d2-bbda-4242-ad17-4fc96f7c15ea,2025-03-25T03:38:41,13.55,EUR,Norfolk Island,Uzbekistan,Online,Payment,Individual,True,False,859131d2-dev-1,False,
TX77548132-D6C,2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,2025-03-25T03:53:37,20.69,EUR,Latvia,Latvia,Online,Transfer,Individual,False,False,2a96e1e2-dev-1,False,
TX992442EE-ED2,3c9abe10-238d-4f44-8ac4-d0eb3373730e,2025-03-25T04:46:05,7.8,USD,Serbia,Serbia,Online,Transfer,Individual,False,False,3c9abe10-dev-1,False,
TXC45AB9D9-3E6,2067bdac-88bd-43d1-b540-b30e039f3a25,2025-03-25T05:25:32,9.83,GBP,Turkey,Sri Lanka,Mobile,Deposit,Business,True,False,2067bdac-dev-1,False,
TX1BAF445D-E1F,be9063fb-64b5-49a5-bd6c-3d2a5564d1d3,2025-03-25T06:20:59,39.88,EUR,Luxembourg,Luxembourg,Mobile,Payment,Individual,False,False,be9063fb-dev-1,False,
TXAB6ED56C-30F,a255e1bb-0795-4c1f-938d-6b8cc607b1e9,2025-03-25T06:36:54,67.68,EUR,Chile,Chile,Online,Transfer,Exchange,False,False,a255e1bb-dev-2,False,
TX68B28CAC-14D,51db1a37-4204-4733-9855-0b1ed5881c1c,2025-03-25T06:42:13,8.31,EUR,Lithuania,Lithuania,Online,Deposit,Individual,False,True,51db1a37-dev-1,False,
TXC49ED3AA-0B5,72f60958-12ef-4101-a082-786fca00ef58,2025-03-25T07:19:46,8.62,EUR,Armenia,Armenia,Online,Transfer,Individual,False,False,72f60958-dev-1,False,
TX0DAC7E94-0F0,82c299f0-7487-4772-bf03-86fa13badc91,2025-03-25T07:49:07,111.4,USD,San Marino,French Polynesia,Mobile,Transfer,Individual,True,False,82c299f0-dev-1,False,
TX79D9E8E5-EFF,4199322e-3ba5-4126-bff6-9f4195082801,2025-03-25T08:20:26,12.3,GBP,Cook Islands,Cook Islands,Mobile,Transfer,Business,False,False,4199322e-dev-1,False,
TX31E2E192-7C0,d453f867-b97e-4224-891f-691217abb863,2025-03-25T09:15:26,32.27,GBP,Switzerland,Switzerland,Online,Transfer,Individual,False,False,d453f867-dev-1,False,
TXBE7D64AE-230,d6707a21-29dc-473e-9820-b3f25989dd6c,2025-03-25T09:39:47,6.16,GBP,Cook Islands,Armenia,API,Payment,Exchange,True,False,d6707a21-dev-2,False,
TXD67590C6-27C,5d264b1b-6593-4659-972e-8c6882aa5c46,2025-03-25T10:31:09,11.3,USD,Solomon Islands,France,Mobile,Withdrawal,Individual,True,False,5d264b1b-dev-2,False,
TXA7695B45-3B7,bb026576-f512-44c3-b253-d2186c4a37ea,2025-03-25T10:35:37,9.12,EUR,Canada,Canada,Mobile,Transfer,Exchange,False,False,bb026576-dev-1,False,
TXB8318D15-3D5,119c4ea3-e180-4081-9958-a499eeea163e,2025-03-25T10:54:22,8.06,USD,Liechtenstein,Mozambique,Online,Transfer,Exchange,True,False,119c4ea3-dev-1,True,High-Risk Corridor
TX82E9441F-5E0,fe0a824e-232a-4e82-a699-6aabdaaf7529,2025-03-25T11:34:40,5.52,USD,South Africa,Argentina,Online,Transfer,Business,True,False,fe0a824e-dev-1,False,
TX213035C9-63B,171603b1-7466-4e6f-a1ee-b1f133b1d0dc,2025-03-25T12:56:08,22.19,EUR,Lesotho,Lesotho,Mobile,Deposit,Individual,False,False,171603b1-dev-2,False,
TX21BE6D57-AF0,1be00f8e-0c8d-41d2-9673-aefbeb9e54e0,2025-03-25T13:00:20,17.14,GBP,Armenia,Iceland,Mobile,Deposit,Individual,True,False,1be00f8e-dev-1,False,
TX20DDB862-8A0,dfde4fbf-3ff3-40bf-b66e-cb15474ebc19,2025-03-25T13:20:32,23.88,USD,Brunei,Brunei,Online,Deposit,Business,False,False,dfde4fbf-dev-1,False,
TXE8EB42D7-E7C,13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b,2025-03-25T14:03:22,20.18,USD,Canada,Canada,Online,Transfer,Business,False,False,13c37b5d-dev-1,False,
TXD341F5C8-AED,61607459-85c7-404b-8693-da1139c6a1ca,2025-03-25T14:47:33,6.69,USD,American Samoa,American Samoa,API,Payment,Individual,False,False,61607459-dev-1,False,
TXC0F8C986-02F,34879e41-1a9c-472a-8eb9-047dba2ac3d9,2025-03-25T15:04:24,12.83,EUR,South Korea,South Korea,ATM,Transfer,Individual,False,False,34879e41-dev-3,False,
TX0A9C518A-15D,84517303-e94d-4fbe-8653-1d4748677b30,2025-03-25T15:12:04,13.47,GBP,Montenegro,Montenegro,Mobile,Transfer,Individual,False,False,84517303-dev-1,False,
TX98747BAD-BA6,1be00f8e-0c8d-41d2-9673-aefbeb9e54e0,2025-03-25T16:42:26,33.44,GBP,Armenia,Laos,Online,Transfer,Individual,True,False,1be00f8e-dev-1,True,High-Risk Corridor
TX23BC5B64-C89,4140752c-aa44-4259-9001-8b7b6d4067f4,2025-03-25T17:27:13,8.9,USD,Uzbekistan,Uzbekistan,Online,Payment,Individual,False,False,4140752c-dev-1,False,
TXEC46F0FF-844,e45b712e-b822-4688-90a4-44329cd6c852,2025-03-25T17:39:56,8.67,GBP,Finland,Finland,Online,Payment,Business,False,False,e45b712e-dev-1,False,
TXE229C359-4E8,0ddb545b-61ea-4a65-a1d7-70eac704e80e,2025-03-25T18:11:02,15.87,USD,Armenia,Bosnia and Herzegovina,Online,Transfer,Individual,True,False,0ddb545b-dev-4,False,
TX0C7CA987-48E,e1fff6c0-8347-41da-9c11-ab6d42f5b3f5,2025-03-25T18:14:12,17.15,USD,Armenia,Armenia,Online,Transfer,Exchange,False,False,e1fff6c0-dev-1,False,
TXD6547418-3DB,eb4aede6-46a5-4064-9284-b528b0916fb7,2025-03-25T20:07:52,3.09,EUR,Finland,Kuwait,Online,Deposit,Individual,True,False,eb4aede6-dev-3,True,High-Risk Corridor
TX098888E1-298,dde9f863-22bd-4388-adb9-9102a48b3dbe,2025-03-25T20:33:06,22.59,USD,New Caledonia,New Caledonia,API,Transfer,Business,False,False,dde9f863-dev-1,False,
TX02A7EB23-C69,601bfbcb-f0ee-4cce-8d93-e14a5b167158,2025-03-25T20:56:10,7.38,USD,China,China,Mobile,Payment,Business,False,False,601bfbcb-dev-1,False,
TX24A44599-D41,5cb5e69c-5dc7-43e6-a529-64ffc74cc890,2025-03-25T21:39:29,8.09,EUR,Laos,Hungary,Mobile,Transfer,Individual,True,False,5cb5e69c-dev-1,False,
TX748409DB-BDD,059dd55d-4b94-4e30-b303-f438fe2110d0,2025-03-25T23:11:39,43.59,USD,Canada,Canada,Online,Transfer,Business,False,False,059dd55d-dev-1,False,
TXEC904C2C-A49,5c508720-f982-44e0-8603-156a15eacbcf,2025-03-25T23:29:38,44.02,USD,New Zealand,Nigeria,API,Transfer,Exchange,True,False,5c508720-dev-1,True,High-Risk Corridor
TX99DA4D87-CA8,fe54ee4b-80ff-4173-a3df-ecd70e731dd7,2025-03-26T00:05:56,11.04,EUR,Austria,Austria,ATM,Deposit,Individual,False,True,fe54ee4b-dev-1,False,
TXBB24B568-5A8,309a083a-0c9e-4060-b66c-7331a1722ee3,2025-03-26T00:12:53,7.93,EUR,Greece,Indonesia,Online,Transfer,Business,True,False,309a083a-dev-2,False,
TX2A79A4CE-F51,e79f9f3d-19ee-4c3b-b93c-4b0bb93b770c,2025-03-26T00:20:26,13.69,USD,Northern Mariana Islands,Northern Mariana Islands,API,Transfer,Individual,False,False,e79f9f3d-dev-2,False,
TX335C1381-B2E,a6c681b0-e472-4be5-b3c2-944ab60a3dcc,2025-03-26T01:28:49,60.02,EUR,Latvia,Jordan,API,Deposit,Individual,True,True,a6c681b0-dev-1,False,
TXE050708E-419,9b5f8f39-848b-44f0-b498-17354d38e415,2025-03-26T01:40:54,20.56,USD,Timor-Leste,Timor-Leste,Mobile,Withdrawal,Business,False,False,9b5f8f39-dev-1,False,
TX68B26CDE-EEE,75dacbbe-09a9-461a-9823-3383279b637c,2025-03-26T02:13:09,9.0,USD,North Macedonia,North Macedonia,Mobile,Transfer,Individual,False,False,75dacbbe-dev-1,False,
TXE5554131-298,74e0079a-98fb-4727-9740-b2122d5245f4,2025-03-26T03:15:16,20.96,GBP,Bolivia,Sweden,API,Transfer,Business,True,False,74e0079a-dev-2,False,
TXA3213569-3C4,51e744e4-b864-4a08-aa75-752d6a8fcacb,2025-03-26T03:48:43,10.36,EUR,Bosnia and Herzegovina,Bosnia and Herzegovina,Mobile,Payment,Exchange,False,False,51e744e4-dev-2,False,
TX7A60011B-BBF,2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,2025-03-26T05:20:10,25.62,EUR,Latvia,Latvia,Online,Transfer,Individual,False,False,2a96e1e2-dev-1,False,
TX86605E63-96A,14dd5061-5557-46f8-a67e-ddcedf8f4197,2025-03-26T06:22:12,34.38,EUR,Uruguay,Isle of Man,Online,Deposit,Individual,True,False,14dd5061-dev-2,False,
TX7E187296-6EF,e1035e1c-e3bb-42ae-a552-ac5309eda6f5,2025-03-26T07:16:49,7.74,USD,Iceland,Iceland,ATM,Payment,Individual,False,False,e1035e1c-dev-1,False,
TX96773883-7A3,a127dc6b-ab9b-453d-b5f5-c65410c2c2e5,2025-03-26T07:48:06,5.6,EUR,Monaco,Bahrain,Online,Transfer,Individual,True,False,a127dc6b-dev-3,False,
TX677D8C95-736,b3292925-b107-494e-a932-5ae19c7060da,2025-03-26T08:16:56,7.49,USD,Chile,Chile,Online,Payment,Individual,False,False,b3292925-dev-2,False,
TXCEB41676-DE2,82ac7e1d-ac56-4da6-9339-1df45ae86d18,2025-03-26T09:03:35,11.7,EUR,Seychelles,Guernsey,Online,Transfer,Business,True,False,82ac7e1d-dev-2,False,
TX9367F769-087,2051acef-097a-4e10-b6fe-bc0e7ecddbaf,2025-03-26T09:07:32,20.97,EUR,Rwanda,Oman,Mobile,Transfer,Business,True,False,2051acef-dev-1,False,
TXBD7D2A11-6D1,8e200724-7d13-4018-a80b-ac63b856d035,2025-03-26T09:33:47,50.35,EUR,Costa Rica,Costa Rica,API,Transfer,Individual,False,False,8e200724-dev-2,False,
TX3DCDB6ED-077,c4ea4ece-67b6-4467-9432-d79794f6c67a,2025-03-26T09:39:07,17.22,EUR,Austria,Austria,API,Payment,Exchange,False,False,c4ea4ece-dev-1,False,
TX35F6AF8A-7D6,7b90942f-973b-4977-a946-28206a80cac2,2025-03-26T10:11:23,11.35,EUR,Algeria,Kuwait,Online,Bill Payment,Individual,True,False,7b90942f-dev-1,True,High-Risk Corridor
TX68E6E99E-08E,84396fc0-c26e-4706-bc05-9799bdae8eff,2025-03-26T10:13:30,3.62,EUR,Oman,Oman,Online,Transfer,Individual,False,False,84396fc0-dev-2,False,
TXFD81F8D5-36A,d56ce8ea-1959-4b5a-a7a8-f6366a35df59,2025-03-26T10:45:09,7.92,EUR,Poland,Poland,Online,Bill Payment,Exchange,False,False,d56ce8ea-dev-1,False,
TX554E4E60-3F9,2051acef-097a-4e10-b6fe-bc0e7ecddbaf,2025-03-26T11:02:43,29.82,USD,Rwanda,Rwanda,Online,Transfer,Individual,False,False,2051acef-dev-1,False,
TX62F87E86-DEB,5a104129-54ae-4d1b-8ce6-424dbef59fe6,2025-03-26T11:56:31,18.51,USD,Brunei,Brunei,Mobile,Transfer,Individual,False,False,5a104129-dev-1,False,
TXED44E36E-450,b972393a-5bb0-4d76-a0b5-7717b072afc8,2025-03-26T12:30:24,20.19,USD,Mongolia,Mongolia,Online,Payment,Individual,False,False,b972393a-dev-2,False,
TX1C56D9A9-847,7746d0ba-8ae8-405b-94b4-a48268586eba,2025-03-26T12:31:53,8.02,GBP,Norway,Norway,Mobile,Bill Payment,Individual,False,False,7746d0ba-dev-1,False,
TXBF638AD8-765,0840405a-ffd2-4491-9ff3-89aa4c36a70c,2025-03-26T12:37:05,16.75,EUR,Indonesia,Indonesia,Online,Bill Payment,Individual,False,False,0840405a-dev-4,False,
TXA3916E8B-AEC,1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,2025-03-26T13:46:47,6.25,GBP,Gibraltar,Denmark,Mobile,Payment,Individual,True,False,1d34d08e-dev-4,False,
TX2ECFEFC0-DE3,c30ff46e-8026-495f-b8cd-a88b436d76e2,2025-03-26T14:25:15,13.84,EUR,Poland,Laos,API,Transfer,Business,True,False,c30ff46e-dev-2,True,High-Risk Corridor
TX34CAC63C-CA3,98a21f1c-914d-4fae-b100-13a7c6deb2f0,2025-03-26T14:29:01,25.04,USD,Tanzania,Tanzania,Online,Payment,Individual,False,False,98a21f1c-dev-1,False,
TX3EBB2053-C75,e17f29e1-7028-4046-89bc-473fed7bf656,2025-03-26T14:45:09,10.5,EUR,Marshall Islands,Marshall Islands,Online,Deposit,Business,False,False,e17f29e1-dev-2,False,
TXEEADCA0A-8F9,6d204496-66d0-4371-98e8-8ebb7a9e8eef,2025-03-26T15:05:59,8.85,EUR,Bahamas,Bahamas,Online,Deposit,Individual,False,True,6d204496-dev-1,False,
TX395D0B60-56C,0840405a-ffd2-4491-9ff3-89aa4c36a70c,2025-03-26T15:12:35,9.01,EUR,Indonesia,Indonesia,Online,Transfer,Individual,False,False,0840405a-dev-4,False,
